season,week,celebrity_name,judge_percent,fan_vote_percent,total_percent,fan_vote_min,fan_vote_max,interval_width,eliminated,solve_status
3,5,Jerry Springer,0.1326,0.0176,0.1502,0.01760001292346454,0.9673000004348336,0.949699987511369,False,optimal
3,6,Monique Coleman,0.1949,0.003965777504630658,0.19886577750463064,1.599045007937448e-11,0.9999999999997716,0.9999999999837812,False,optimal
3,6,Joey Lawrence,0.2034,0.01330647238512522,0.21670647238512522,1.5990450079441853e-11,0.9999999999997721,0.9999999999837816,False,optimal
3,6,Mario Lopez,0.2373,0.482339145086888,0.719639145086888,1.5990450079441818e-11,0.9999999999997718,0.9999999999837814,False,optimal
3,6,Emmitt Smith,0.2119,0.48233914508675435,0.6942391450867543,1.5990450079374464e-11,0.9999999999997721,0.9999999999837816,False,optimal
3,6,Jerry Springer,0.1525,0.01804945993660178,0.17054945993660178,1.599045007937442e-11,0.9999999999997722,0.9999999999837818,False,optimal
3,7,Monique Coleman,0.2,0.0033829556132760354,0.20338295561327605,1.7460869615666524e-08,0.9999999997812644,0.9999999823203948,False,optimal
3,7,Joey Lawrence,0.2111,0.010950799470536022,0.22205079947053602,1.0859707170977927e-08,0.9999999997132188,0.9999999888535117,False,optimal
3,7,Mario Lopez,0.2074,0.48515860428377194,0.6925586042837719,1.4159576037461817e-08,0.9999999997213929,0.9999999855618168,False,optimal
3,7,Emmitt Smith,0.2111,0.4851586042838894,0.6962586042838894,1.0859707170919556e-08,0.9999999997131787,0.9999999888534715,False,optimal
3,7,Jerry Springer,0.1704,0.015349036348526586,0.18574903634852657,8.280180513117538e-10,0.22880000179334126,0.2288000009653232,True,optimal
3,8,Monique Coleman,0.2431,0.005561760532110574,0.2486617605321106,9.390686844795929e-11,0.2561500002407804,0.2561500001468735,True,optimal
3,8,Joey Lawrence,0.2477,0.01189036176245684,0.25959036176245687,5.083549476711168e-10,0.9999999997558734,0.9999999992475185,False,optimal
3,8,Mario Lopez,0.2615,0.4912739388527625,0.7527739388527626,3.821608873019409e-11,0.9999999997076304,0.9999999996694143,False,optimal
3,8,Emmitt Smith,0.2477,0.4912739388526702,0.7389739388526702,5.08354947671117e-10,0.9999999997558728,0.9999999992475179,False,optimal
3,9,Joey Lawrence,0.3333,0.010166996849213744,0.3434669968492137,8.951623241351204e-13,1.0,0.9999999999991048,False,optimal
3,9,Mario Lopez,0.3333,0.49491650157536415,0.8282165015753642,8.951623241351199e-13,1.0,0.9999999999991048,False,optimal
3,9,Emmitt Smith,0.3333,0.4949165015754221,0.8282165015754221,8.951623241351206e-13,1.0,0.9999999999991048,False,optimal
3,10,Mario Lopez,0.5,0.5000000000000102,1.0000000000000102,3.335056719148354e-14,1.0,0.9999999999999667,False,optimal
3,10,Emmitt Smith,0.5,0.4999999999999899,0.9999999999999899,3.334987640291889e-14,1.0,0.9999999999999667,False,optimal
4,1,John Ratzenberger,0.0825,0.018624391391495045,0.10112439139149505,1.4890361697868022e-09,0.9999999999994186,0.9999999985103825,False,optimal
4,1,Ian Ziering,0.1019,6.579494048512898e-05,0.10196579494048513,1.4890361697906467e-09,0.9999999999994188,0.9999999985103827,False,optimal
4,1,Clyde Drexler,0.0777,0.024957582058241203,0.10265758205824121,1.4890361697982922e-09,0.9999999999994186,0.9999999985103825,False,optimal
4,1,Laila Ali,0.1117,0.3078523716138642,0.41955237161386416,1.4890361697906569e-09,0.9999999999994188,0.9999999985103827,False,optimal
4,1,Apolo Anton Ohno,0.1019,0.307852371613625,0.409752371613625,1.4890361697906337e-09,0.9999999999994186,0.9999999985103825,False,optimal
4,1,Shandi Finnessey,0.0922,0.005213604030701249,0.09741360403070125,1.4890361697983031e-09,0.9999999999994188,0.9999999985103827,False,optimal
4,1,Paulina Porizkova,0.0922,1.534951912574706e-05,0.09221534951912574,1.4890361697868037e-09,0.9999999999994188,0.9999999985103827,False,optimal
4,1,Heather Mills,0.0874,6.11989643425582e-05,0.08746119896434257,1.4890361697868132e-09,0.9999999999994188,0.9999999985103827,False,optimal
4,1,Billy Ray Cyrus,0.0631,0.026505996583767042,0.08960599658376704,1.4890361697982942e-09,0.9999999999994188,0.9999999985103827,False,optimal
4,1,Joey Fatone,0.1165,0.3078523716130742,0.4243523716130742,1.4890361697944741e-09,0.9999999999994188,0.9999999985103827,False,optimal
4,1,Leeza Gibbons,0.0728,0.0009989676712786261,0.07379896767127862,1.4890361697944741e-09,0.9999999999994188,0.9999999985103827,False,optimal
4,2,John Ratzenberger,0.0857,0.01866075127127302,0.10436075127127302,0.0010000077914474824,0.9797000009653247,0.9786999931738772,False,optimal
4,2,Ian Ziering,0.0898,2.4670893148548804e-18,0.0898,4.3884513895333886e-11,0.9787000009743405,0.978700000930456,False,optimal
4,2,Clyde Drexler,0.0735,0.02494381527736858,0.09844381527736858,0.013200000003654334,0.9919000003387023,0.978700000335048,False,optimal
4,2,Laila Ali,0.1102,0.3078982315465889,0.4180982315465889,8.4329778505668e-11,0.9787000011018432,0.9787000010175134,False,optimal
4,2,Apolo Anton Ohno,0.1061,0.30789823154728607,0.4139982315472861,1.1314944040600708e-10,0.9787000011021139,0.9787000009889644,False,optimal
4,2,Shandi Finnessey,0.0816,0.005099999999999988,0.0867,0.005100000086686577,0.9838000010727096,0.978700000986023,False,optimal
4,2,Paulina Porizkova,0.0857,1.0258067615386559e-18,0.0857,1.675439667051554e-10,0.09520909000636256,0.0952090898388186,True,optimal
4,2,Heather Mills,0.098,6.425829787610904e-19,0.098,1.8343023512543524e-10,0.978700000915735,0.9787000007323047,False,optimal
4,2,Billy Ray Cyrus,0.0857,0.026600738808602087,0.11230073880860209,0.0010000077914474835,0.9797000009652731,0.9786999931738256,False,optimal
4,2,Joey Fatone,0.098,0.30789823154888135,0.4058982315488814,1.8343023512615548e-10,0.9787000009156676,0.9787000007322373,False,optimal
4,2,Leeza Gibbons,0.0857,0.0009999999999999994,0.0867,0.0010000077914474833,0.9797000009653097,0.9786999931738622,False,optimal
4,3,John Ratzenberger,0.0917,0.019298644460599482,0.11099864446059948,0.00560000006678609,0.9741000003028031,0.968500000236017,False,optimal
4,3,Ian Ziering,0.1101,8.884956136562047e-05,0.11018884956136563,1.6866110056937486e-10,0.9685000011333565,0.9685000009646955,False,optimal
4,3,Clyde Drexler,0.0734,0.02536353364634438,0.09876353364634438,0.023900000037673844,0.9924000004703505,0.9685000004326766,False,optimal
4,3,Laila Ali,0.0963,0.30848436228043447,0.40478436228043446,0.0010000013293189724,0.9695000014946723,0.9685000001653533,False,optimal
4,3,Apolo Anton Ohno,0.1055,0.30848436227934106,0.41398436227934104,2.1385144048975474e-10,0.968500001069489,0.9685000008556375,False,optimal
4,3,Shandi Finnessey,0.0963,0.0014635336463443875,0.09776353364634438,9.365414074175467e-11,0.10278999997166095,0.10278999987800681,True,optimal
4,3,Heather Mills,0.1101,1.0343118141217057e-05,0.11011034311814122,1.6866110057194768e-10,0.9685000011333543,0.9685000009646932,False,optimal
4,3,Billy Ray Cyrus,0.0963,0.027375127125670185,0.12367512712567018,0.0010000013293189722,0.9695000014946588,0.9685000001653398,False,optimal
4,3,Joey Fatone,0.1101,0.3084843622768665,0.41858436227686646,1.686611005704776e-10,0.9685000011333506,0.9685000009646895,False,optimal
4,3,Leeza Gibbons,0.1101,0.00094688160489275,0.11104688160489275,1.6866110057047755e-10,0.9685000011333729,0.9685000009647118,False,optimal
4,4,John Ratzenberger,0.0842,0.02004177909966239,0.10424177909966238,0.0010000000003303575,0.9937000000473779,0.9927000000470475,False,optimal
4,4,Ian Ziering,0.1263,0.0001204475711307936,0.1264204475711308,6.15236932499902e-12,0.9927000001468691,0.9927000001407167,False,optimal
4,4,Clyde Drexler,0.0789,0.022576048141373654,0.10147604814137365,0.006300000009370733,0.9990000015036555,0.9927000014942848,False,optimal
4,4,Laila Ali,0.1105,0.3093066131719537,0.41980661317195367,5.7987618337042915e-11,0.9927000002304808,0.9927000001724932,False,optimal
4,4,Apolo Anton Ohno,0.1368,0.30930661317334546,0.44610661317334543,1.0042734957284792e-12,0.9927000000904235,0.9927000000894192,False,optimal
4,4,Heather Mills,0.1211,2.6668945368169807e-05,0.12112666894536817,1.4054387663639569e-11,0.9927000001726716,0.9927000001586171,False,optimal
4,4,Billy Ray Cyrus,0.1105,0.028399239752687426,0.13889923975268742,5.79876183376183e-11,0.9927000002304575,0.9927000001724698,False,optimal
4,4,Joey Fatone,0.1474,0.3093066131764458,0.4567066131764458,1.2963590359816331e-13,0.9927000000275309,0.9927000000274012,False,optimal
4,4,Leeza Gibbons,0.0842,0.0009159769680327053,0.0851159769680327,9.215907952667785e-12,0.1371222225474491,0.1371222225382332,True,optimal
4,5,John Ratzenberger,0.1023,0.020705089869356336,0.12300508986935633,2.4067159538996873e-11,0.9999999999998148,0.9999999999757476,False,optimal
4,5,Ian Ziering,0.1364,5.0714071670369844e-18,0.1364,2.490986349482833e-14,0.9999999999973208,0.9999999999972959,False,optimal
4,5,Clyde Drexler,0.0739,0.019659606320458958,0.09355960632045895,9.836732783938028e-13,0.17523749820716658,0.1752374982061829,True,optimal
4,5,Laila Ali,0.1591,0.3100351965082547,0.46913519650825464,8.26041144006716e-14,0.9999999999964514,0.9999999999963688,False,optimal
4,5,Apolo Anton Ohno,0.1705,0.310035196506694,0.48053519650669396,1.3975520326932114e-13,0.9999999999960423,0.9999999999959025,False,optimal
4,5,Heather Mills,0.1193,1.7128263067037754e-18,0.1193,9.696069990608071e-13,0.9999999999982152,0.9999999999972456,False,optimal
4,5,Billy Ray Cyrus,0.0966,0.029529714291955597,0.1261297142919556,5.3787653707707994e-11,0.9999999999995784,0.9999999999457908,False,optimal
4,5,Joey Fatone,0.142,0.31003519650328043,0.4520351965032804,7.59737011418736e-15,0.9999999999970621,0.9999999999970546,False,optimal
4,6,John Ratzenberger,0.1118,0.024500000000000004,0.1363,0.024500000093494383,0.9871999999998773,0.9626999999063829,False,optimal
4,6,Ian Ziering,0.1412,0.00081094882824266,0.14201094882824264,2.2547521705230333e-10,0.9627000136825458,0.9627000134570706,False,optimal
4,6,Laila Ali,0.1647,0.3137137348813385,0.47841373488133854,1.0947553027358357e-11,0.9627000000033862,0.9626999999924386,False,optimal
4,6,Apolo Anton Ohno,0.1647,0.3137137348829191,0.4784137348829191,1.0947553027181122e-11,0.962700000003382,0.9626999999924344,False,optimal
4,6,Heather Mills,0.1353,1.5638766471053043e-18,0.1353,1.433682869318668e-12,0.14955714256243804,0.14955714256100436,True,optimal
4,6,Billy Ray Cyrus,0.1235,0.03354784652119261,0.1570478465211926,0.012800000007877121,0.9755000000009716,0.9626999999930945,False,optimal
4,6,Joey Fatone,0.1588,0.31371373488630716,0.47251373488630716,3.4246905237239104e-11,0.9627000000039048,0.9626999999696578,False,optimal
4,7,John Ratzenberger,0.1456,0.013104877298806043,0.15870487729880606,2.3965134719564615e-13,0.1869000000150877,0.18690000001484805,True,optimal
4,7,Ian Ziering,0.1748,0.0007548816656078845,0.1755548816656079,1.137171036714326e-13,0.9764000025402771,0.9764000025401635,False,optimal
4,7,Laila Ali,0.1909,0.3164784545809,0.5073784545809,4.6019262656193125e-09,0.9764000026519094,0.9763999980499831,False,optimal
4,7,Apolo Anton Ohno,0.1748,0.3164784545794572,0.49127845457945724,1.1371710367269006e-13,0.9764000025402751,0.9764000025401615,False,optimal
4,7,Billy Ray Cyrus,0.12300000000000001,0.036704877298806046,0.15970487729880606,0.023600000001796646,0.9999999990652771,0.9763999990634805,False,optimal
4,7,Joey Fatone,0.1909,0.3164784545764228,0.5073784545764228,4.6019262656056086e-09,0.9764000026519017,0.9763999980499755,False,optimal
4,8,Ian Ziering,0.1873,0.002768353169087882,0.19006835316908788,1.3517913398659707e-08,0.9999999999375563,0.9999999864196429,False,optimal
4,8,Laila Ali,0.2112,0.32147544418381796,0.532675444183818,1.5794938253937639e-09,0.99999999983233,0.9999999982528361,False,optimal
4,8,Apolo Anton Ohno,0.2311,0.3214754441849751,0.5525754441849751,1.0900283245939642e-09,0.9999999998142577,0.9999999987242294,False,optimal
4,8,Billy Ray Cyrus,0.1514,0.03280531427475149,0.1842053142747515,5.472481839644643e-10,0.24781999999996598,0.2478199994527178,True,optimal
4,8,Joey Fatone,0.2191,0.32147544418736756,0.5405754441873676,1.4133564542188088e-09,0.9999999998187696,0.9999999984054132,False,optimal
4,9,Ian Ziering,0.2447,0.008689199315589709,0.25338919931558973,9.801616424906687e-11,0.25455000025867697,0.2545500001606608,True,optimal
4,9,Laila Ali,0.2532,0.33043693356247866,0.5836369335624787,4.148037033309937e-10,0.9999999996679542,0.9999999992531504,False,optimal
4,9,Apolo Anton Ohno,0.2489,0.33043693356173026,0.5793369335617302,4.86778153702128e-10,0.9999999998333728,0.9999999993465947,False,optimal
4,9,Joey Fatone,0.2532,0.33043693356020126,0.5836369335602012,4.14803703330994e-10,0.9999999996680327,0.9999999992532289,False,optimal
4,10,Laila Ali,0.3282,0.33333333333298554,0.6615333333329856,8.951623241351204e-13,1.0,0.9999999999991048,False,optimal
4,10,Apolo Anton Ohno,0.3398,0.33333333333324455,0.6731333333332445,8.951623241351199e-13,1.0,0.9999999999991048,False,optimal
4,10,Joey Fatone,0.332,0.3333333333337699,0.6653333333337699,8.951623241351206e-13,1.0,0.9999999999991048,False,optimal
5,1,Cameron Mathison,0.0817,0.0010011370608267128,0.08270113706082671,1.2102509725934824e-10,0.9999999989388171,0.999999998817792,False,optimal
5,1,Jane Seymour,0.0934,0.008574307405445163,0.10197430740544516,5.087215095719974e-11,0.9999999990315754,0.9999999989807032,False,optimal
5,1,Sabrina Bryan,0.1012,5.6231809940300604e-06,0.10120562318099403,1.8958651619286758e-11,0.9999999989914417,0.999999998972483,False,optimal
5,1,Jennie Garth,0.0817,0.0010288932615685562,0.08272889326156856,1.2102509726185553e-10,0.9999999989388842,0.9999999988178592,False,optimal
5,1,Floyd Mayweather Jr. ,0.07,0.008393210793000783,0.0783932107930008,2.0784965376700915e-10,0.999999999359903,0.9999999991520534,False,optimal
5,1,Josie Maran,0.0623,2.505417934291295e-05,0.06232505417934291,9.330729207329832e-11,0.10345000009214939,0.1034499999988421,True,optimal
5,1,Albert Reed,0.0817,1.363081724124334e-05,0.08171363081724124,1.2102509726257184e-10,0.9999999989388312,0.9999999988178061,False,optimal
5,1,Helio Castroneves,0.0973,0.31375216690681473,0.41105216690681473,3.1747976420201394e-11,0.9999999990598827,0.9999999990281347,False,optimal
5,1,Mel B,0.0934,0.31375216690671615,0.40715216690671613,5.087215095809503e-11,0.9999999990315444,0.9999999989806722,False,optimal
5,1,Wayne Newton,0.0739,0.02609733742363212,0.09999733742363212,1.845080864093738e-10,0.9999999989279603,0.9999999987434522,False,optimal
5,1,Marie Osmond,0.0817,0.3137521669062521,0.39545216690625207,1.2102509726113914e-10,0.9999999989388619,0.9999999988178369,False,optimal
5,1,Mark Cuban,0.0817,0.013604305158165608,0.0953043051581656,1.210250972618553e-10,0.9999999989388727,0.9999999988178476,False,optimal
5,2,Cameron Mathison,0.0882,0.0010000000000000015,0.0892,0.00100000815971605,0.9572000005102532,0.9561999923505372,False,optimal
5,2,Jane Seymour,0.0882,0.008541948695517622,0.09674194869551762,0.0010000081597160498,0.9572000005101695,0.9561999923504535,False,optimal
5,2,Sabrina Bryan,0.1092,5.147989545245797e-19,0.1092,1.0859853838180572e-10,0.9562000009644069,0.9562000008558084,False,optimal
5,2,Jennie Garth,0.0882,0.0010000000000000026,0.0892,0.0010000081597160498,0.9572000005101916,0.9561999923504756,False,optimal
5,2,Floyd Mayweather Jr. ,0.0882,0.008316510570528964,0.09651651057052896,0.00100000815971605,0.9572000005102435,0.9561999923505274,False,optimal
5,2,Albert Reed,0.0882,8.219225411679207e-19,0.0882,2.3232446444178486e-10,0.09267272563465334,0.09267272540232888,True,optimal
5,2,Helio Castroneves,0.1134,0.31378051357734227,0.42718051357734227,7.995842717598203e-11,0.9562000009579742,0.9562000008780158,False,optimal
5,2,Mel B,0.0966,0.3137805135776333,0.41038051357763333,2.2109793723992044e-10,0.9562000009478052,0.9562000007267073,False,optimal
5,2,Wayne Newton,0.063,0.026199999999999998,0.0892,0.026200000041561495,0.982400000891728,0.9562000008501664,False,optimal
5,2,Marie Osmond,0.1008,0.3137805135789779,0.4145805135789779,1.80853888862107e-10,0.9562000009764116,0.9562000007955577,False,optimal
5,2,Mark Cuban,0.0756,0.0136,0.0892,0.013600000000448302,0.9698000007614601,0.9562000007610119,False,optimal
5,3,Cameron Mathison,0.0962,0.0015510701189125676,0.09775107011891256,1.0542420046476252e-10,0.9999999995702661,0.9999999994648419,False,optimal
5,3,Jane Seymour,0.113,0.009577974391321105,0.1225779743913211,1.7982684516743784e-11,0.9999999995627104,0.9999999995447276,False,optimal
5,3,Sabrina Bryan,0.113,1.7151536507757287e-18,0.113,1.7982684516557055e-11,0.9999999995627066,0.9999999995447238,False,optimal
5,3,Jennie Garth,0.1088,0.00144226514323615,0.11024226514323614,3.2200649125496245e-11,0.9999999995578056,0.9999999995256049,False,optimal
5,3,Floyd Mayweather Jr. ,0.0879,0.009167219715087169,0.09706721971508718,1.8060801603137651e-10,0.9999999996147407,0.9999999994341328,False,optimal
5,3,Helio Castroneves,0.1004,0.3147090104014323,0.4151090104014323,7.587404956377707e-11,0.9999999995578803,0.9999999994820062,False,optimal
5,3,Mel B,0.113,0.314709010400962,0.427709010400962,1.7982684516790446e-11,0.9999999995626985,0.9999999995447157,False,optimal
5,3,Wayne Newton,0.0753,0.020767219715087173,0.09606721971508718,1.9974278791283857e-11,0.12380999987166544,0.12380999985169117,True,optimal
5,3,Marie Osmond,0.1088,0.3147090103988745,0.4235090103988745,3.220064912530951e-11,0.9999999995578143,0.9999999995256136,False,optimal
5,3,Mark Cuban,0.0837,0.013367219715087182,0.09706721971508718,2.172869100356718e-10,0.999999999843526,0.9999999996262392,False,optimal
5,4,Cameron Mathison,0.1154,0.004152306768767802,0.11955230676876781,1.2910439013783684e-10,0.994699999997784,0.9946999998686796,False,optimal
5,4,Jane Seymour,0.1111,0.012832805417594493,0.1239328054175945,1.7333390476372065e-10,0.9946999999997236,0.9946999998263897,False,optimal
5,4,Sabrina Bryan,0.1282,0.0007312193808137084,0.12893121938081373,4.1710793407532445e-11,0.9946999999983056,0.9946999999565949,False,optimal
5,4,Jennie Garth,0.1154,0.0040978429797188754,0.11949784297971888,1.2910439013783687e-10,0.9946999999977834,0.994699999868679,False,optimal
5,4,Floyd Mayweather Jr. ,0.0983,0.009522772865953313,0.1078227728659533,1.673333543237048e-11,0.12303333313789816,0.12303333312116482,True,optimal
5,4,Helio Castroneves,0.1154,0.31794675990577886,0.43334675990577887,1.2910439013745722e-10,0.9946999999977826,0.9946999998686782,False,optimal
5,4,Mel B,0.1111,0.3179467599064007,0.42904675990640073,1.7333390476144262e-10,0.9946999999997235,0.9946999998263896,False,optimal
5,4,Marie Osmond,0.1111,0.317946759909019,0.42904675990901897,1.7333390476258167e-10,0.9946999999997225,0.9946999998263886,False,optimal
5,4,Mark Cuban,0.094,0.014822772865953309,0.10882277286595331,0.005300000020644569,0.9999999998903304,0.9946999998696858,False,optimal
5,5,Cameron Mathison,0.1307,0.0056234215570343925,0.1363234215570344,4.6864520189262755e-11,0.99900000000054,0.9989999999536755,False,optimal
5,5,Jane Seymour,0.1307,0.01493384331851556,0.14563384331851556,4.686452018906615e-11,0.9990000000005428,0.9989999999536783,False,optimal
5,5,Sabrina Bryan,0.1407,3.6015831134873496e-05,0.14073601583113488,9.569135061442615e-12,0.9990000000005562,0.9989999999909871,False,optimal
5,5,Jennie Garth,0.1256,0.005545036533647175,0.13114503653364717,7.99696370603799e-11,0.9990000000002891,0.9989999999203195,False,optimal
5,5,Helio Castroneves,0.1156,0.3198608754008329,0.4354608754008329,1.893691895990993e-10,0.9990000063924973,0.9990000062031281,False,optimal
5,5,Mel B,0.1457,0.3198608754001035,0.4655608754001035,3.881942716933039e-12,0.999000000000515,0.9989999999966331,False,optimal
5,5,Marie Osmond,0.1055,0.3198608753972179,0.4253608753972179,0.001000000000332994,0.999999999957102,0.998999999956769,False,optimal
5,5,Mark Cuban,0.1055,0.014279056561513537,0.11977905656151354,3.3740912169274302e-12,0.14362500127069305,0.14362500126731897,True,optimal
5,6,Cameron Mathison,0.1389,0.007661517434849361,0.14656151743484935,0.0010000000002449042,0.9702000123151003,0.9692000123148554,False,optimal
5,6,Jane Seymour,0.1222,0.017699999999999987,0.1399,0.017700006030519067,0.9869000004034637,0.9691999943729447,False,optimal
5,6,Sabrina Bryan,0.1389,0.0,0.1389,1.589479837342153e-12,0.1459714284378225,0.145971428436233,True,optimal
5,6,Jennie Garth,0.15,0.007514797262148205,0.1575147972621482,1.4675015100971064e-10,0.9692000014010883,0.9692000012543381,False,optimal
5,6,Helio Castroneves,0.1556,0.3223745617661968,0.4779745617661968,8.187610000668787e-11,0.9692000012789265,0.9692000011970504,False,optimal
5,6,Mel B,0.1667,0.3223745617669695,0.4890745617669695,1.582131788799126e-11,0.9692000011184647,0.9692000011026434,False,optimal
5,6,Marie Osmond,0.1278,0.32237456176983625,0.4501745617698363,0.01210000001170255,0.9812999998267513,0.9691999998150488,False,optimal
5,7,Cameron Mathison,0.1635,0.008666967010914291,0.1721669670109143,1.8737095247423738e-10,0.9999999999825647,0.9999999997951937,False,optimal
5,7,Jane Seymour,0.1603,0.0108669670109143,0.1711669670109143,3.058357369914817e-13,0.17223333333463361,0.17223333333432778,True,optimal
5,7,Jennie Garth,0.1699,0.008524521911122983,0.17842452191112299,9.198501503238054e-11,0.9999999999506519,0.9999999998586669,False,optimal
