season,week,celebrity_name,judge_percent,fan_vote_percent,total_percent,smoothness,n_weeks,week_entropy,eliminated,solve_status
3,3,Vivica A. Fox,0.1304,0.05296052235395311,0.18336052235395311,1.7880396603408547e-06,4,1.994570213654896,False,optimal
3,3,Monique Coleman,0.1304,0.08618398634420493,0.21658398634420492,5.73975045474411e-05,8,1.994570213654896,False,optimal
3,3,Joey Lawrence,0.1063,0.08909347363813366,0.19539347363813367,5.2557460698743306e-05,9,1.994570213654896,False,optimal
3,3,Mario Lopez,0.1063,0.25302358644857836,0.35932358644857837,0.001116842446347689,10,1.994570213654896,False,optimal
3,3,Emmitt Smith,0.0918,0.2530234750185252,0.34482347501852517,0.0011168447017968904,10,1.994570213654896,False,optimal
3,3,Willa Ford,0.1063,0.0566927934571632,0.16299279345716322,1.0052266026969248e-05,5,1.994570213654896,False,optimal
3,3,Sara Evans,0.1208,0.07030643195550892,0.19110643195550892,1.3423460741001665e-05,5,1.994570213654896,False,optimal
3,3,Jerry Springer,0.1014,0.08302293732676952,0.1844229373267695,6.597081809760207e-05,7,1.994570213654896,False,optimal
3,4,Vivica A. Fox,0.1212,0.05124398568962452,0.17244398568962452,1.7880396603408547e-06,4,1.8655300599188918,True,optimal
3,4,Monique Coleman,0.1212,0.09120331683071688,0.2124033168307169,5.73975045474411e-05,8,1.8655300599188918,False,optimal
3,4,Joey Lawrence,0.1364,0.09459043402232103,0.23099043402232103,5.2557460698743306e-05,9,1.8655300599188918,False,optimal
3,4,Mario Lopez,0.1465,0.2741615683180993,0.4206615683180993,0.001116842446347689,10,1.8655300599188918,False,optimal
3,4,Emmitt Smith,0.1212,0.27416163596828835,0.3953616359682883,0.0011168447017968904,10,1.8655300599188918,False,optimal
3,4,Willa Ford,0.1414,0.05468793639084872,0.1960879363908487,1.0052266026969248e-05,5,1.8655300599188918,False,optimal
3,4,Sara Evans,0.101,0.07244398568962312,0.17344398568962313,1.3423460741001665e-05,5,1.8655300599188918,False,optimal
3,4,Jerry Springer,0.1111,0.08750713709047817,0.19860713709047817,6.597081809760207e-05,7,1.8655300599188918,False,optimal
3,5,Monique Coleman,0.1492,0.09511751261164626,0.24431751261164625,5.73975045474411e-05,8,1.721156106249467,False,optimal
3,5,Joey Lawrence,0.1381,0.09916465157989071,0.2372646515798907,5.2557460698743306e-05,9,1.721156106249467,False,optimal
3,5,Mario Lopez,0.1492,0.2996979266715595,0.4488979266715595,0.001116842446347689,10,1.721156106249467,False,optimal
3,5,Emmitt Smith,0.1492,0.2996980300717768,0.4488980300717768,0.0011168447017968904,10,1.721156106249467,False,optimal
3,5,Willa Ford,0.1492,0.0490209810560805,0.1982209810560805,1.0052266026969248e-05,5,1.721156106249467,True,optimal
3,5,Sara Evans,0.1326,0.06662098105608003,0.19922098105608002,1.3423460741001665e-05,5,1.721156106249467,False,optimal
3,5,Jerry Springer,0.1326,0.0906799169529662,0.2232799169529662,6.597081809760207e-05,7,1.721156106249467,False,optimal
3,6,Monique Coleman,0.1949,0.1073240255418424,0.30222402554184236,5.73975045474411e-05,8,1.4512148992813438,False,optimal
3,6,Joey Lawrence,0.2034,0.11223950743825382,0.3156395074382538,5.2557460698743306e-05,9,1.4512148992813438,False,optimal
3,6,Mario Lopez,0.2373,0.3392649886246969,0.5765649886246969,0.001116842446347689,10,1.4512148992813438,False,optimal
3,6,Emmitt Smith,0.2119,0.33926509535324045,0.5511650953532404,0.0011168447017968904,10,1.4512148992813438,False,optimal
3,6,Jerry Springer,0.1525,0.10190638304196643,0.25440638304196644,6.597081809760207e-05,7,1.4512148992813438,False,optimal
3,7,Monique Coleman,0.2,0.09410735996126465,0.2941073599612647,5.73975045474411e-05,8,1.4014542679513016,False,optimal
3,7,Joey Lawrence,0.2111,0.10011521060534652,0.3112152106053465,5.2557460698743306e-05,9,1.4014542679513016,False,optimal
3,7,Mario Lopez,0.2074,0.359163364506757,0.566563364506757,0.001116842446347689,10,1.4014542679513016,False,optimal
3,7,Emmitt Smith,0.2111,0.359163409169766,0.570263409169766,0.0011168447017968904,10,1.4014542679513016,False,optimal
3,7,Jerry Springer,0.1704,0.08745065575686592,0.25785065575686594,6.597081809760207e-05,7,1.4014542679513016,True,optimal
3,8,Monique Coleman,0.2431,0.09571387961294563,0.3388138796129456,5.73975045474411e-05,8,1.1917953905935113,True,optimal
3,8,Joey Lawrence,0.2477,0.10312338317168378,0.35082338317168377,5.2557460698743306e-05,9,1.1917953905935113,False,optimal
3,8,Mario Lopez,0.2615,0.40058134870236073,0.6620813487023607,0.001116842446347689,10,1.1917953905935113,False,optimal
3,8,Emmitt Smith,0.2477,0.40058138851300995,0.64828138851301,0.0011168447017968904,10,1.1917953905935113,False,optimal
3,9,Joey Lawrence,0.3333,0.1048983139461217,0.4381983139461217,5.2557460698743306e-05,9,0.9561514700117888,False,optimal
3,9,Mario Lopez,0.3333,0.44755078540769094,0.7808507854076909,0.001116842446347689,10,0.9561514700117888,False,optimal
3,9,Emmitt Smith,0.3333,0.44755090064618747,0.7808509006461875,0.0011168447017968904,10,0.9561514700117888,False,optimal
3,10,Mario Lopez,0.5,0.4999998834120334,0.9999998834120334,0.001116842446347689,10,0.6931471805599181,False,optimal
3,10,Emmitt Smith,0.5,0.5000001165879666,1.0000001165879666,0.0011168447017968904,10,0.6931471805599181,False,optimal
4,1,John Ratzenberger,0.0825,0.07667359426913993,0.15917359426913993,1.5049553291580208e-05,7,2.323073350194453,False,optimal
4,1,Ian Ziering,0.1019,0.0799529246681343,0.1818529246681343,1.2692627081548163e-05,9,2.323073350194453,False,optimal
4,1,Clyde Drexler,0.0777,0.0751663945367696,0.1528663945367696,2.8791279547932956e-06,5,2.323073350194453,False,optimal
4,1,Laila Ali,0.1117,0.1484575367437575,0.2601575367437575,0.0005246410453630568,10,2.323073350194453,False,optimal
4,1,Apolo Anton Ohno,0.1019,0.14845756296176457,0.2503575629617646,0.000524642093572071,10,2.323073350194453,False,optimal
4,1,Shandi Finnessey,0.0922,0.05637271231405583,0.14857271231405583,2.1229269518292703e-06,3,2.323073350194453,False,optimal
4,1,Paulina Porizkova,0.0922,0.05170487469725583,0.14390487469725582,6.049213096985683e-06,2,2.323073350194453,False,optimal
4,1,Heather Mills,0.0874,0.06563036338903842,0.15303036338903842,1.4258326927255057e-06,6,2.323073350194453,False,optimal
4,1,Billy Ray Cyrus,0.0631,0.08349223781792255,0.14659223781792255,1.7580770926461e-05,8,2.323073350194453,False,optimal
4,1,Joey Fatone,0.1165,0.14845727649695434,0.26495727649695433,0.0005246425159973283,10,2.323073350194453,False,optimal
4,1,Leeza Gibbons,0.0728,0.0656345221052072,0.1384345221052072,1.8803899325722346e-06,4,2.323073350194453,False,optimal
4,2,John Ratzenberger,0.0857,0.0761839697277015,0.1618839697277015,1.5049553291580208e-05,7,2.315308791325414,False,optimal
4,2,Ian Ziering,0.0898,0.07967283816506306,0.16947283816506306,1.2692627081548163e-05,9,2.315308791325414,False,optimal
4,2,Clyde Drexler,0.0735,0.07457750113017078,0.14807750113017076,2.8791279547932956e-06,5,2.315308791325414,False,optimal
4,2,Laila Ali,0.1102,0.15127178334302627,0.2614717833430263,0.0005246410453630568,10,2.315308791325414,False,optimal
4,2,Apolo Anton Ohno,0.1061,0.15127187556696692,0.25737187556696695,0.000524642093572071,10,2.315308791325414,False,optimal
4,2,Shandi Finnessey,0.0816,0.05434535988799243,0.13594535988799245,2.1229269518292703e-06,3,2.315308791325414,False,optimal
4,2,Paulina Porizkova,0.0857,0.04924535988799249,0.1349453598879925,6.049213096985683e-06,2,2.315308791325414,True,optimal
4,2,Heather Mills,0.098,0.06436329281479107,0.16236329281479106,1.4258326927255057e-06,6,2.315308791325414,False,optimal
4,2,Billy Ray Cyrus,0.0857,0.08342880946723756,0.16912880946723757,1.7580770926461e-05,8,2.315308791325414,False,optimal
4,2,Joey Fatone,0.098,0.15127152558453041,0.24927152558453042,0.0005246425159973283,10,2.315308791325414,False,optimal
4,2,Leeza Gibbons,0.0857,0.06436768442452741,0.1500676844245274,1.8803899325722346e-06,4,2.315308791325414,False,optimal
4,3,John Ratzenberger,0.0917,0.07968908053886678,0.17138908053886678,1.5049553291580208e-05,7,2.2220808593817383,False,optimal
4,3,Ian Ziering,0.1101,0.083611305421204,0.19371130542120402,1.2692627081548163e-05,9,2.2220808593817383,False,optimal
4,3,Clyde Drexler,0.0734,0.07787699044817124,0.15127699044817125,2.8791279547932956e-06,5,2.2220808593817383,False,optimal
4,3,Laila Ali,0.0963,0.16151027424412046,0.25781027424412045,0.0005246410453630568,10,2.2220808593817383,False,optimal
4,3,Apolo Anton Ohno,0.1055,0.16151041880062747,0.2670104188006275,0.000524642093572071,10,2.2220808593817383,False,optimal
4,3,Shandi Finnessey,0.0963,0.05397699044817229,0.15027699044817228,2.1229269518292703e-06,3,2.2220808593817383,True,optimal
4,3,Heather Mills,0.1101,0.06624766347111954,0.17634766347111955,1.4258326927255057e-06,6,2.2220808593817383,False,optimal
4,3,Billy Ray Cyrus,0.0963,0.0878141115913059,0.1841141115913059,1.7580770926461e-05,8,2.2220808593817383,False,optimal
4,3,Joey Fatone,0.1101,0.16151001155667852,0.2716100115566785,0.0005246425159973283,10,2.2220808593817383,False,optimal
4,3,Leeza Gibbons,0.1101,0.06625315347973376,0.17635315347973377,1.8803899325722346e-06,4,2.2220808593817383,False,optimal
4,4,John Ratzenberger,0.0842,0.08292597055274889,0.1671259705527489,1.5049553291580208e-05,7,2.1161590265208527,False,optimal
4,4,Ian Ziering,0.1263,0.0875219319626815,0.2138219319626815,1.2692627081548163e-05,9,2.1161590265208527,False,optimal
4,4,Clyde Drexler,0.0789,0.07820915173821032,0.15710915173821033,2.8791279547932956e-06,5,2.1161590265208527,False,optimal
4,4,Laila Ali,0.1105,0.1750129235319876,0.2855129235319876,0.0005246410453630568,10,2.1161590265208527,False,optimal
4,4,Apolo Anton Ohno,0.1368,0.17501303396643222,0.31181303396643223,0.000524642093572071,10,2.1161590265208527,False,optimal
4,4,Heather Mills,0.1211,0.06694041405551611,0.1880404140555161,1.4258326927255057e-06,6,2.1161590265208527,False,optimal
4,4,Billy Ray Cyrus,0.1105,0.09241693284614495,0.20291693284614495,1.7580770926461e-05,8,2.1161590265208527,False,optimal
4,4,Joey Fatone,0.1474,0.1750127310428768,0.3224127310428768,0.0005246425159973283,10,2.1161590265208527,False,optimal
4,4,Leeza Gibbons,0.0842,0.06694691030340168,0.15114691030340166,1.8803899325722346e-06,4,2.1161590265208527,True,optimal
4,5,John Ratzenberger,0.1023,0.08653966416178797,0.188839664161788,1.5049553291580208e-05,7,1.9916634648224587,False,optimal
4,5,Ian Ziering,0.1364,0.09207880401549666,0.22847880401549664,1.2692627081548163e-05,9,1.9916634648224587,False,optimal
4,5,Clyde Drexler,0.0739,0.07862479039454301,0.152524790394543,2.8791279547932956e-06,5,1.9916634648224587,True,optimal
4,5,Laila Ali,0.1591,0.1926265890964061,0.3517265890964061,0.0005246410453630568,10,1.9916634648224587,False,optimal
4,5,Apolo Anton Ohno,0.1705,0.192626752310459,0.363126752310459,0.000524642093572071,10,1.9916634648224587,False,optimal
4,5,Heather Mills,0.1193,0.06693910988337312,0.1862391098833731,1.4258326927255057e-06,6,1.9916634648224587,False,optimal
4,5,Billy Ray Cyrus,0.0966,0.09793778118433494,0.19453778118433496,1.7580770926461e-05,8,1.9916634648224587,False,optimal
4,5,Joey Fatone,0.142,0.19262650895359923,0.33462650895359924,0.0005246425159973283,10,1.9916634648224587,False,optimal
4,6,John Ratzenberger,0.1118,0.09021725155278473,0.20201725155278472,1.5049553291580208e-05,7,1.848132413488329,False,optimal
4,6,Ian Ziering,0.1412,0.09700947056191746,0.23820947056191744,1.2692627081548163e-05,9,1.848132413488329,False,optimal
4,6,Laila Ali,0.1647,0.2143048015924081,0.3790048015924081,0.0005246410453630568,10,1.848132413488329,False,optimal
4,6,Apolo Anton Ohno,0.1647,0.21430511437302419,0.3790051143730242,0.000524642093572071,10,1.848132413488329,False,optimal
4,6,Heather Mills,0.1353,0.06571725155278588,0.20101725155278588,1.4258326927255057e-06,6,1.848132413488329,True,optimal
4,6,Billy Ray Cyrus,0.1235,0.10414130485144964,0.22764130485144962,1.7580770926461e-05,8,1.848132413488329,False,optimal
4,6,Joey Fatone,0.1588,0.21430480551563003,0.37310480551563,0.0005246425159973283,10,1.848132413488329,False,optimal
4,7,John Ratzenberger,0.1456,0.08383674230359806,0.22943674230359806,1.5049553291580208e-05,7,1.6992285204656608,True,optimal
4,7,Ian Ziering,0.1748,0.09867734487458506,0.2734773448745851,1.2692627081548163e-05,9,1.6992285204656608,False,optimal
4,7,Laila Ali,0.1909,0.23668296040054196,0.42758296040054194,0.0005246410453630568,10,1.6992285204656608,False,optimal
4,7,Apolo Anton Ohno,0.1748,0.2366832818232043,0.4114832818232043,0.000524642093572071,10,1.6992285204656608,False,optimal
4,7,Billy Ray Cyrus,0.123,0.10743674230359791,0.2304367423035979,1.7580770926461e-05,8,1.6992285204656608,False,optimal
4,7,Joey Fatone,0.1909,0.23668292829447266,0.42758292829447264,0.0005246425159973283,10,1.6992285204656608,False,optimal
4,8,Ian Ziering,0.1873,0.10124310377540906,0.28854310377540904,1.2692627081548163e-05,9,1.5245866665833945,False,optimal
4,8,Laila Ali,0.2112,0.264333159314294,0.475533159314294,0.0005246410453630568,10,1.5245866665833945,False,optimal
4,8,Apolo Anton Ohno,0.2311,0.2643334682496918,0.4954334682496918,0.000524642093572071,10,1.5245866665833945,False,optimal
4,8,Billy Ray Cyrus,0.1514,0.10575711292679149,0.2571571129267915,1.7580770926461e-05,8,1.5245866665833945,True,optimal
4,8,Joey Fatone,0.2191,0.26433315573381366,0.4834331557338136,0.0005246425159973283,10,1.5245866665833945,False,optimal
4,9,Ian Ziering,0.2447,0.10527008340918484,0.34997008340918484,1.2692627081548163e-05,9,1.3194718597935475,True,optimal
4,9,Laila Ali,0.2532,0.29824320478216904,0.551443204782169,0.0005246410453630568,10,1.3194718597935475,False,optimal
4,9,Apolo Anton Ohno,0.2489,0.29824354455202157,0.5471435445520216,0.000524642093572071,10,1.3194718597935475,False,optimal
4,9,Joey Fatone,0.2532,0.2982431672566246,0.5514431672566246,0.0005246425159973283,10,1.3194718597935475,False,optimal
4,10,Laila Ali,0.3282,0.3333332091101913,0.6615332091101913,0.0005246410453630568,10,1.0986122886680194,False,optimal
4,10,Apolo Anton Ohno,0.3398,0.33333353150769696,0.673133531507697,0.000524642093572071,10,1.0986122886680194,False,optimal
4,10,Joey Fatone,0.332,0.3333332593821118,0.6653332593821117,0.0005246425159973283,10,1.0986122886680194,False,optimal
5,1,Cameron Mathison,0.0817,0.07405373468319555,0.15575373468319553,1.1058285466854475e-05,8,2.393302602615412,False,optimal
5,1,Jane Seymour,0.0934,0.07443181837627041,0.16783181837627043,1.1977108923483193e-05,7,2.393302602615412,False,optimal
5,1,Sabrina Bryan,0.1012,0.06630301296078427,0.16750301296078426,4.308752583162465e-06,6,2.393302602615412,False,optimal
5,1,Jennie Garth,0.0817,0.07624413414104632,0.1579441341410463,1.4123269368450761e-05,9,2.393302602615412,False,optimal
5,1,Floyd Mayweather Jr. ,0.07,0.062327478645681604,0.13232747864568162,3.671334508630293e-06,4,2.393302602615412,False,optimal
5,1,Josie Maran,0.0623,0.03944650448071449,0.10174650448071448,0.0,1,2.393302602615412,True,optimal
5,1,Albert Reed,0.0817,0.04216310490442235,0.12386310490442234,1.10951584482108e-07,2,2.393302602615412,False,optimal
5,1,Helio Castroneves,0.0973,0.14430920315003598,0.24160920315003598,0.0005261648711502955,10,2.393302602615412,False,optimal
5,1,Mel B,0.0934,0.14430933023407785,0.23770933023407786,0.000526162637817567,10,2.393302602615412,False,optimal
5,1,Wayne Newton,0.0739,0.066113929421035,0.140013929421035,3.7708125203223164e-06,3,2.393302602615412,False,optimal
5,1,Marie Osmond,0.0817,0.14430937986203582,0.22600937986203581,0.000526164838793657,10,2.393302602615412,False,optimal
5,1,Mark Cuban,0.0817,0.06598836914070041,0.1476883691407004,5.118930688633324e-06,5,2.393302602615412,False,optimal
5,2,Cameron Mathison,0.0882,0.07720288162807402,0.16540288162807404,1.1058285466854475e-05,8,2.3165511415759044,False,optimal
5,2,Jane Seymour,0.0882,0.07760658401053688,0.16580658401053688,1.1977108923483193e-05,7,2.3165511415759044,False,optimal
5,2,Sabrina Bryan,0.1092,0.06889968216951264,0.17809968216951266,4.308752583162465e-06,6,2.3165511415759044,False,optimal
5,2,Jennie Garth,0.0882,0.0795392208159612,0.1677392208159612,1.4123269368450761e-05,9,2.3165511415759044,False,optimal
5,2,Floyd Mayweather Jr. ,0.0882,0.06461473780095678,0.15281473780095678,3.671334508630293e-06,4,2.3165511415759044,False,optimal
5,2,Albert Reed,0.0882,0.04249619886186095,0.13069619886186096,1.10951584482108e-07,2,2.3165511415759044,True,optimal
5,2,Helio Castroneves,0.1134,0.15079435492316684,0.26419435492316684,0.0005261648711502955,10,2.3165511415759044,False,optimal
5,2,Mel B,0.0966,0.15079447669037863,0.24739447669037862,0.000526162637817567,10,2.3165511415759044,False,optimal
5,2,Wayne Newton,0.063,0.0686961988618605,0.13169619886186051,3.7708125203223164e-06,3,2.3165511415759044,False,optimal
5,2,Marie Osmond,0.1008,0.15079450999807556,0.25159450999807553,0.000526164838793657,10,2.3165511415759044,False,optimal
5,2,Mark Cuban,0.0756,0.06856115423961602,0.144161154239616,5.118930688633324e-06,5,2.3165511415759044,False,optimal
5,3,Cameron Mathison,0.0962,0.08021134940011343,0.17641134940011344,1.1058285466854475e-05,8,2.2284824366889167,False,optimal
5,3,Jane Seymour,0.113,0.08066676063037835,0.19366676063037835,1.1977108923483193e-05,7,2.2284824366889167,False,optimal
5,3,Sabrina Bryan,0.113,0.0707866030389469,0.1837866030389469,4.308752583162465e-06,6,2.2284824366889167,False,optimal
5,3,Jennie Garth,0.1088,0.0828425942831477,0.1916425942831477,1.4123269368450761e-05,9,2.2284824366889167,False,optimal
5,3,Floyd Mayweather Jr. ,0.0879,0.06587176703532333,0.15377176703532333,3.671334508630293e-06,4,2.2284824366889167,False,optimal
5,3,Helio Castroneves,0.1004,0.1604863606540639,0.2608863606540639,0.0005261648711502955,10,2.2284824366889167,False,optimal
5,3,Mel B,0.113,0.16048645926167462,0.27348645926167464,0.000526162637817567,10,2.2284824366889167,False,optimal
5,3,Wayne Newton,0.0753,0.0677615815200444,0.1430615815200444,3.7708125203223164e-06,3,2.2284824366889167,True,optimal
5,3,Marie Osmond,0.1088,0.16048654032587475,0.26928654032587473,0.000526164838793657,10,2.2284824366889167,False,optimal
5,3,Mark Cuban,0.0837,0.07039998385043271,0.15409998385043272,5.118930688633324e-06,5,2.2284824366889167,False,optimal
5,4,Cameron Mathison,0.1154,0.08499773587929695,0.20039773587929693,1.1058285466854475e-05,8,2.116558285444336,False,optimal
5,4,Jane Seymour,0.1111,0.08553294724348388,0.1966329472434839,1.1977108923483193e-05,7,2.116558285444336,False,optimal
5,4,Sabrina Bryan,0.1282,0.07382639369732384,0.20202639369732384,4.308752583162465e-06,6,2.116558285444336,False,optimal
5,4,Jennie Garth,0.1154,0.08808526771614021,0.20348526771614023,1.4123269368450761e-05,9,2.116558285444336,False,optimal
5,4,Floyd Mayweather Jr. ,0.0983,0.06792172473889885,0.16622172473889885,3.671334508630293e-06,4,2.116558285444336,True,optimal
5,4,Helio Castroneves,0.1154,0.17542380597416196,0.29082380597416196,0.0005261648711502955,10,2.116558285444336,False,optimal
5,4,Mel B,0.1111,0.17542393188498456,0.2865239318849846,0.000526162637817567,10,2.116558285444336,False,optimal
5,4,Marie Osmond,0.1111,0.1754239946879697,0.28652399468796974,0.000526164838793657,10,2.116558285444336,False,optimal
5,4,Mark Cuban,0.094,0.07336419817774002,0.16736419817774,5.118930688633324e-06,5,2.116558285444336,False,optimal
5,5,Cameron Mathison,0.1307,0.0888557133072182,0.2195557133072182,1.1058285466854475e-05,8,1.9923931973376545,False,optimal
5,5,Jane Seymour,0.1307,0.08950222025326099,0.220202220253261,1.1977108923483193e-05,7,1.9923931973376545,False,optimal
5,5,Sabrina Bryan,0.1407,0.07523326705174849,0.21593326705174848,4.308752583162465e-06,6,1.9923931973376545,False,optimal
5,5,Jennie Garth,0.1256,0.09257781348417983,0.2181778134841798,1.4123269368450761e-05,9,1.9923931973376545,False,optimal
5,5,Helio Castroneves,0.1156,0.19305567990524397,0.30865567990524395,0.0005261648711502955,10,1.9923931973376545,False,optimal
5,5,Mel B,0.1457,0.19305576020695708,0.3387557602069571,0.000526162637817567,10,1.9923931973376545,False,optimal
5,5,Marie Osmond,0.1055,0.1930558713062488,0.2985558713062488,0.000526164838793657,10,1.9923931973376545,False,optimal
5,5,Mark Cuban,0.1055,0.0746636744851427,0.1801636744851427,5.118930688633324e-06,5,1.9923931973376545,True,optimal
5,6,Cameron Mathison,0.1389,0.09228419204412172,0.23118419204412172,1.1058285466854475e-05,8,1.8519156598336286,False,optimal
5,6,Jane Seymour,0.1222,0.09307811761820227,0.21527811761820226,1.1977108923483193e-05,7,1.8519156598336286,False,optimal
5,6,Sabrina Bryan,0.1389,0.07537811761820225,0.21427811761820226,4.308752583162465e-06,6,1.8519156598336286,True,optimal
5,6,Jennie Garth,0.15,0.09684587719638697,0.24684587719638695,1.4123269368450761e-05,9,1.8519156598336286,False,optimal
5,6,Helio Castroneves,0.1556,0.21413784298673325,0.36973784298673323,0.0005261648711502955,10,1.8519156598336286,False,optimal
5,6,Mel B,0.1667,0.21413785791322754,0.38083785791322755,0.000526162637817567,10,1.8519156598336286,False,optimal
5,6,Marie Osmond,0.1278,0.21413799462312605,0.341937994623126,0.000526164838793657,10,1.8519156598336286,False,optimal
5,7,Cameron Mathison,0.1635,0.09411493872140499,0.257614938721405,1.1058285466854475e-05,8,1.6974596449269341,False,optimal
5,7,Jane Seymour,0.1603,0.09263439087858773,0.2529343908785877,1.1977108923483193e-05,7,1.6974596449269341,True,optimal
5,7,Jennie Garth,0.1699,0.09975767291185672,0.2696576729118567,1.4123269368450761e-05,9,1.6974596449269341,False,optimal
5,7,Helio Castroneves,0.1667,0.23783096559692238,0.40453096559692237,0.0005261648711502955,10,1.6974596449269341,False,optimal
5,7,Mel B,0.1731,0.23783092286397378,0.4109309228639738,0.000526162637817567,10,1.6974596449269341,False,optimal
5,7,Marie Osmond,0.1667,0.23783110902725446,0.4045311090272544,0.000526164838793657,10,1.6974596449269341,False,optimal
5,8,Cameron Mathison,0.1939,0.09646874590210187,0.2903687459021019,1.1058285466854475e-05,8,1.5177520093433992,True,optimal
5,8,Jennie Garth,0.1901,0.10348374937709261,0.2935837493770926,1.4123269368450761e-05,9,1.5177520093433992,False,optimal
5,8,Helio Castroneves,0.2167,0.26668247352142127,0.4833824735214213,0.0005261648711502955,10,1.5177520093433992,False,optimal
5,8,Mel B,0.2129,0.266682393208347,0.47958239320834706,0.000526162637817567,10,1.5177520093433992,False,optimal
5,8,Marie Osmond,0.1863,0.26668263799103736,0.45298263799103733,0.000526164838793657,10,1.5177520093433992,False,optimal
5,9,Jennie Garth,0.2479,0.10520686351170018,0.3531068635117002,1.4123269368450761e-05,9,1.3194060026143433,True,optimal
5,9,Helio Castroneves,0.2564,0.2982643387393668,0.5546643387393668,0.0005261648711502955,10,1.3194060026143433,False,optimal
5,9,Mel B,0.2564,0.29826418730527576,0.5546641873052758,0.000526162637817567,10,1.3194060026143433,False,optimal
5,9,Marie Osmond,0.2393,0.2982646104436571,0.5375646104436571,0.000526164838793657,10,1.3194060026143433,False,optimal
5,10,Helio Castroneves,0.3529,0.3333333569941458,0.6862333569941458,0.0005261648711502955,10,1.0986122886679752,False,optimal
5,10,Mel B,0.3571,0.33333311089038764,0.6904331108903876,0.000526162637817567,10,1.0986122886679752,False,optimal
5,10,Marie Osmond,0.2899,0.3333335321154665,0.6232335321154665,0.000526164838793657,10,1.0986122886679752,False,optimal
6,1,Cristian de la Fuente,0.0864,0.1449391531195766,0.23133915311957662,0.0005285509601437322,10,2.3919161352242333,False,optimal
6,1,Steve Guttenberg,0.0741,0.05844675121050632,0.13254675121050633,7.749372794102384e-06,3,2.3919161352242333,False,optimal
6,1,Priscilla Presley,0.0988,0.06678182691909837,0.16558182691909837,8.247588966751338e-06,5,2.3919161352242333,False,optimal
6,1,Marlee Matlin,0.0905,0.06980641514780053,0.16030641514780053,9.358765575055882e-06,6,2.3919161352242333,False,optimal
6,1,Shannon Elizabeth,0.0864,0.07242343442436765,0.15882343442436764,1.0940971828850963e-05,7,2.3919161352242333,False,optimal
6,1,Marissa Jaret Winokur,0.0741,0.07777705470643813,0.15187705470643814,1.7298920375421647e-05,9,2.3919161352242333,False,optimal
6,1,Jason Taylor,0.0905,0.14493881268542072,0.23543881268542072,0.0005285504142461182,10,2.3919161352242333,False,optimal
