season,week,elim_count,week_correct,penalty
18,2,1,0,0.06471154342588355
18,3,0,0,0.0
18,4,0,0,0.0
18,5,1,0,0.029379161765599265
18,6,1,0,0.03188742819636721
18,7,1,1,0.01844510182991179
18,8,1,0,0.04102990070031084
18,9,1,0,0.04778512437819879
18,10,1,0,0.02777407117955697
19,1,1,0,0.038777609162680506
19,2,1,0,0.05987153400803386
19,3,1,0,0.028813225235672483
19,4,1,1,0.015046086567155144
19,5,0,0,0.0
19,6,1,0,0.0735209039004198
19,7,1,1,0.0
19,8,1,0,0.02335379500355376
19,9,1,0,0.03363195585504013
19,10,1,1,0.0
19,11,1,1,0.0009317548917350173
20,1,0,0,0.0
20,2,1,0,0.12350675543390419
20,3,1,1,0.008362911086515231
20,4,1,0,0.055258523736562336
20,5,1,0,0.02837178872220647
20,6,1,1,0.0006669748895160414
20,7,1,0,0.08676856440019423
20,8,2,1,0.012347248796157702
20,9,1,1,0.0141883697681409
20,10,0,0,0.0
21,1,0,0,0.0
21,2,2,1,0.003828938274061158
21,3,0,0,0.0
21,4,1,1,4.8931610450045e-05
21,5,0,0,0.0
21,6,1,1,0.0
21,7,1,0,0.05549708382594144
21,8,1,1,0.0
21,9,1,0,0.0869999896057287
21,10,0,0,0.0
21,11,1,0,0.01660167368918307
22,1,0,0,0.0
22,2,1,1,0.0
22,3,1,1,0.011340033855698282
22,4,1,0,0.04142612432007602
22,5,0,0,0.0
22,6,1,1,0.0067606919268990255
22,7,2,0,0.08947813500619838
22,8,1,0,0.08835455099448633
22,9,2,0,0.0487201530176786
22,10,0,0,0.0
23,1,0,0,0.0
23,2,1,0,0.062050966344173786
23,3,1,1,0.02356216375964478
23,4,2,0,0.05223034314762449
23,5,0,0,0.0
23,6,1,1,0.0
23,7,1,0,0.026568756108482874
23,8,1,0,0.04455005675719973
23,9,1,1,0.0005300693333965458
23,10,1,0,0.05272966294302475
23,11,1,1,0.0
24,1,0,0,0.0
24,2,1,0,0.03393574284286244
24,3,1,1,1.0390833701736865e-05
24,4,1,1,0.007688639699701712
24,5,1,0,0.026454448989302097
24,6,1,0,0.13033972245573958
24,7,2,0,0.0791421780652922
24,8,1,1,2.4152055509809797e-05
24,9,1,0,0.0720709326556743
24,10,0,0,0.0
25,1,0,0,0.0
25,2,2,0,0.06760184977442021
25,3,0,0,0.0
25,4,1,0,0.078626027422569
25,5,1,1,0.008798923595131635
25,6,1,1,0.0
25,7,2,0,0.028188596401399167
25,8,1,0,0.043368361085871804
25,9,1,0,0.068135517391989
25,10,1,1,0.008557653258242797
26,1,2,0,0.047795649957425204
26,2,2,0,0.08784344521492853
26,3,3,0,0.018379627606335353
26,4,0,0,0.0
27,1,1,0,0.07077390523281805
27,2,1,0,0.029771845797955103
27,3,1,0,0.03974636952140583
27,4,1,0,0.16087900248112572
27,5,0,0,0.0
27,6,1,0,0.06941169167755167
27,7,2,0,0.11689693910567506
27,8,2,0,0.057059720072648284
27,9,0,0,0.0
